PC1	PC2	PC3
-1.89421492142559	-4.9153291567275	0.867456815505313
1.68588197184972	-5.08378277208843	-0.406967455331795
0.257926935718043	-6.29547725197705	2.68679388741892
-3.08142031827414	-5.71244291175578	2.91699323690488
-1.02129666120106	-5.20892461983128	0.493343943924794
13.6234374901695	0.774670835979228	-21.3608050471705
0.712788153177216	-5.96290508810213	0.83485132711337
-4.61891656630837	2.25539519058353	2.15193233097113
-5.24239589875673	-0.0601067937576688	1.41326338192837
0.843195855149264	-5.39562093594591	1.66924734794931
-0.84494489243882	-6.72881972210677	1.88986387926563
-10.1161366319209	10.3654422371939	0.782164271225604
-0.0424343617412458	-15.3929295738242	5.45931614822855
19.5386763000181	-0.300770199929414	-27.1639833339343
17.7157393734621	-0.056816528254603	-24.797830616659
18.3099903171884	-1.04844846103207	-25.3595617645626
10.8350061920333	-4.11650730948772	-17.3794052744907
0.195077525357204	-5.74888281450574	0.348187242094954
1.60844287817649	-4.95298437377879	1.67029789213434
0.0400722946492091	-4.92883168430348	2.8652468032727
30.327005097684	13.0089714197291	11.7560394664605
35.9247786562879	16.1743902623404	12.0233975069537
-0.914617396387567	-8.1721601473983	0.580052502893795
-0.850841301803216	-2.48005437665433	1.64738432087104
15.4108647591842	-1.84393084335459	-6.74418333020791
3.31483616443533	-4.97903393566128	-2.72389726693748
21.5922808816112	4.48778754866497	1.22495661111882
8.74973242282923	-0.525418109232949	1.14748794321758
30.26063157652	13.2397373272448	9.24303879065308
-0.666814585292795	-5.05428388193403	0.392649293570622
24.8489190825556	0.607002807067894	-29.4907341684351
2.38198417890145	-3.24988709257342	1.32053029479447
4.28255968879187	-3.96820984544165	-1.40892610710791
14.7802522737888	-0.699100506843721	5.54696119082358
7.32584585596225	-7.10200453579724	-2.95412141309733
1.98880666172366	-4.93786403991043	0.59623154032405
-0.376466400398994	-3.24156099516241	2.02525880452984
14.5457274005005	0.565734971654427	-24.7735208659978
19.3201731454774	-0.257738141379533	-27.6075625943721
38.9733303128068	17.4461628213183	12.8208277708157
37.6452305383389	16.8885157108385	12.2270120019601
1.22866649093211	-6.15769073244848	0.95449549329601
13.1084343536815	-0.827502611340141	5.74010208066017
-1.44452185824689	-3.42451210990912	-1.53757586026089
6.48719700910511	-4.18364908179635	-3.90184256482367
21.9581416171424	4.44746289788963	0.424453969423505
2.85229089868243	-7.60635240767876	-1.3026336473613
-4.13271477071994	-11.3720436772482	3.80542795883224
-2.39672285416203	-9.6952889465193	2.6059102256211
-0.621377172437461	-4.3200170131457	-0.88869428776349
2.56785108600553	-4.94042690269034	-0.136597047481271
-1.38766733685174	-3.81156924904148	0.877134155471224
0.0638694289406918	-4.99645355647157	1.91565162006641
-4.51947838415046	-1.96244178258944	1.58750759285687
6.04588543783641	-0.560356867935601	0.124186808890481
0.97092553309462	-1.70354277779637	-0.486453215268342
-0.500966924872138	-4.07488247794393	2.75444089994
-1.16593070326494	-4.49849755747964	-3.5047116708633
-3.4945631682437	-2.69494525609098	0.953777126876969
-3.43946351319968	-1.63128269801061	0.75727537245041
-2.08952734727827	-4.47226102583609	3.72620192984607
4.36172150224738	-2.6626542128469	0.631796013614317
18.0302631351959	-1.39217055495453	-21.0395480867481
12.523889397354	-2.94623786952666	-21.6047996110001
1.66812179107824	-8.82053769019688	-1.51852204798781
-0.0150392967098218	-6.79980924102706	0.283459562776574
-9.09597244067485	8.45416101672936	0.233732586445417
-8.12007200162516	6.29306649714591	0.11305605054179
-8.13942456004741	8.45215812073183	-0.989523099513541
-10.1820345199598	9.88265442035058	0.510964831475492
-8.86164633485325	8.79825847133918	-0.744411183181208
-8.09525683315362	7.8903669853229	-1.20924520804072
-9.39507850387607	7.07935922294517	-2.30855986624416
-9.35525822247711	7.79748685717928	-0.441869535994598
-9.61067046163628	7.26698015894428	-1.08858487020188
-7.3895300341309	7.26361694039624	-1.69070417524339
-10.5363539572615	7.7796876114527	1.08283520880289
-8.44207931022984	9.76753760293534	-0.0655417844286044
-7.59584539303667	7.39780832747912	-0.478274581284298
-11.2145191432038	9.40856198729728	-1.35297147151036
-10.4847028378919	9.01332215956811	0.791282873628481
-9.86378020507291	8.58249884824654	-1.08352327013064
-8.9967878009325	8.91075920936832	-3.29371204184061
-9.31331506519596	9.03038458555037	-1.67738598929282
-7.65281117108871	4.88819566180328	-2.46390311534359
-6.59447258955739	8.30525659972874	-3.10288162493498
-8.78973669742469	7.05065563334905	-2.48303291722894
-9.9203488812844	9.24573032204664	-4.39264283156284
-11.027002869341	8.46946842364318	0.119729401207791
-9.0413467383244	8.88073221962557	-3.32363882655541
-5.11881134073285	3.48811347030166	1.24845357637372
-7.56732339386873	3.81316216844026	-0.928744891637145
-9.78501268823713	10.669904038887	-3.20412407913838
-10.0484309963989	9.69037331355139	-2.63036102991933
-6.73976984671723	6.27360710474843	-1.26502839076637
-10.3245938219285	9.13436828307596	0.604035203166801
-9.63219709949305	7.26386368768133	-2.59938167060887
-9.85827624598524	7.89715195230218	-1.2375683837405
-10.0718542542869	8.28016404630737	-2.6370948984288
-9.05257406091691	8.171376326916	1.20292717628236
